fname,labels,singled
a42d5c26.wav,Hi-hat,True
a176fc44.wav,Hi-hat,True
db7360c4.wav,Hi-hat,True
53765ce1.wav,Hi-hat,True
097ed3ee.wav,Hi-hat,True
a42d5c26.wav,Hi-hat,True
53765ce1.wav,Hi-hat,True
7e392916.wav,Hi-hat,True
efc24a30.wav,Hi-hat,True
2755f8b8.wav,Hi-hat,True
980e6c5c.wav,Hi-hat,True
a57fdac8.wav,Hi-hat,True
db7360c4.wav,Hi-hat,True
c7547714.wav,Hi-hat,True
dfed0b5f.wav,Run,True
8ba58323.wav,Run,True
64818db7.wav,Run,True
e147cd9d.wav,Run,True
e70dff15.wav,Run,True
70488366.wav,Run,True
e8277a8a.wav,Run,True
ebdafb51.wav,Run,True
442733c6.wav,Run,True
a84f5d04.wav,Run,True
d9aeb137.wav,Run,True
105f9fe5.wav,Run,True
95a647f7.wav,Run,True
eceaa598.wav,Run,True
20c2f73f.wav,Run,True
773b9888.wav,Run,True
541f5249.wav,Run,True
403fe1f8.wav,Run,True
855fc3aa.wav,Run,True
29c8902f.wav,Run,True
9afcc09f.wav,Run,True
156066bb.wav,Run,True
e8277a8a.wav,Run,True
c45c3380.wav,Run,True
9eccdba9.wav,Run,True
5f833dca.wav,Run,True
0f36f40b.wav,Run,True
e147cd9d.wav,Run,True
e6aac59d.wav,Run,True
a04e9986.wav,Run,True
599bf828.wav,Run,True
a25fbc1e.wav,Run,True
96600901.wav,Run,True
a7dbcbf8.wav,Run,True
df22f750.wav,Run,True
249c0411.wav,Run,True
416a50c5.wav,Run,True
a766f5b1.wav,Run,True
bf3e2a78.wav,Run,True
8ea6635b.wav,Run,True
811153d4.wav,Run,True
468b18d1.wav,Run,True
2e06e934.wav,Run,True
9ae8dc25.wav,Run,True
416a50c5.wav,Run,True
b9c7422b.wav,Run,True
9eccdba9.wav,Run,True
810ce706.wav,Run,True
f358516b.wav,Run,True
c2f8162b.wav,Run,True
0bfd6961.wav,Bass_drum,True
340c430f.wav,Bass_drum,True
10b68b30.wav,Bass_drum,True
2dc073c3.wav,Bass_drum,True
4c2868dc.wav,Bass_drum,True
de445d9e.wav,Bass_drum,True
4b53ae34.wav,Bass_drum,True
9cad7c74.wav,Bass_drum,True
da87c5ef.wav,Bass_drum,True
90d12cc8.wav,Bass_drum,True
b1549a8e.wav,Bass_drum,True
47951e20.wav,Bass_drum,True
b4cfdd54.wav,Bass_drum,True
523b11de.wav,Bass_drum,True
4b53ae34.wav,Bass_drum,True
1c7b9fb1.wav,Bass_drum,True
19685a69.wav,Bass_drum,True
54a21749.wav,Bass_drum,True
4c2868dc.wav,Bass_drum,True
67aa2da9.wav,Bass_drum,True
8c33b46d.wav,Bass_drum,True
45005417.wav,Bass_drum,True
e2506e87.wav,Bass_drum,True
3740591c.wav,Bass_drum,True
7885728e.wav,Bass_drum,True
ce46680d.wav,Bass_drum,True
1af70890.wav,Bass_drum,True
e48a9472.wav,Bass_drum,True
0bfd6961.wav,Bass_drum,True
9faf99a4.wav,Bass_drum,True
b5a91031.wav,Bass_drum,True
02383937.wav,Bass_drum,True
c4ff1bd3.wav,Bass_drum,True
2840c865.wav,Bass_drum,True
02383937.wav,Bass_drum,True
d91474ad.wav,Bass_drum,True
ff82fef7.wav,Bass_drum,True
2a97daa1.wav,Bass_drum,True
b5a91031.wav,Bass_drum,True
ff82fef7.wav,Bass_drum,True
f1d52510.wav,Bass_drum,True
f6cdc6c1.wav,Bass_drum,True
982728b9.wav,Bass_drum,True
2206b038.wav,Bass_drum,True
8816b064.wav,Bass_drum,True
d008dd07.wav,Bass_drum,True
1c7b9fb1.wav,Bass_drum,True
7c136a02.wav,Bass_drum,True
03c47f22.wav,Bass_drum,True
45005417.wav,Bass_drum,True
1e4bdad0.wav,Squeak,True
e9bdf968.wav,Squeak,True
a7786c12.wav,Squeak,True
ecfb4ea9.wav,Squeak,True
5bb03662.wav,Squeak,True
2efad393.wav,Squeak,True
f3defa24.wav,Squeak,True
bb294ba8.wav,Squeak,True
698ece5d.wav,Squeak,True
9350e44c.wav,Squeak,True
e61ebb6b.wav,Squeak,True
f3d3b3e0.wav,Squeak,True
0d56fe64.wav,Squeak,True
a6fe4d3c.wav,Squeak,True
3e538f7e.wav,Squeak,True
c9de1283.wav,Squeak,True
3f4fbbe9.wav,Squeak,True
3f4fbbe9.wav,Squeak,True
be027ce3.wav,Squeak,True
c65ffee1.wav,Squeak,True
939fccab.wav,Squeak,True
3dd4d970.wav,Squeak,True
bd990710.wav,Squeak,True
a2b9281b.wav,Squeak,True
c3def7b1.wav,Squeak,True
7d5d6f02.wav,Squeak,True
c3def7b1.wav,Squeak,True
3e15b824.wav,Squeak,True
ec47d9fc.wav,Squeak,True
9c738b3e.wav,Squeak,True
3624ea0f.wav,Squeak,True
daf27895.wav,Squeak,True
c3def7b1.wav,Squeak,True
a9f2a422.wav,Squeak,True
d9e91182.wav,Squeak,True
75e62667.wav,Squeak,True
e8aa6536.wav,Squeak,True
73c433c5.wav,Squeak,True
74e3f8ff.wav,Squeak,True
1e4bdad0.wav,Squeak,True
e415c212.wav,Squeak,True
40b7c91e.wav,Squeak,True
d6cb30cf.wav,Squeak,True
900cfae8.wav,Squeak,True
a31b6b23.wav,Squeak,True
a7786c12.wav,Squeak,True
249e5ddb.wav,Squeak,True
0c1aca10.wav,Squeak,True
3c7f9ad9.wav,Squeak,True
8ffb5651.wav,Squeak,True
8f2c768e.wav,Acoustic_guitar,True
c8c743ef.wav,Acoustic_guitar,True
7982da96.wav,Acoustic_guitar,True
a9838017.wav,Acoustic_guitar,True
6fe4c087.wav,Acoustic_guitar,True
88ceb6f1.wav,Acoustic_guitar,True
227a2354.wav,Acoustic_guitar,True
2224b13f.wav,Acoustic_guitar,True
4f252fac.wav,Acoustic_guitar,True
5df941f1.wav,Acoustic_guitar,True
4deaf253.wav,Acoustic_guitar,True
280d5ff7.wav,Acoustic_guitar,True
25873931.wav,Acoustic_guitar,True
a9b7f53f.wav,Acoustic_guitar,True
0c78f67c.wav,Acoustic_guitar,True
a3af56ee.wav,Acoustic_guitar,True
89130a62.wav,Acoustic_guitar,True
48bcf39d.wav,Acoustic_guitar,True
662fd74c.wav,Acoustic_guitar,True
f296bf74.wav,Acoustic_guitar,True
08fd268d.wav,Acoustic_guitar,True
14ecee2c.wav,Acoustic_guitar,True
49f4eae3.wav,Acoustic_guitar,True
815dda8d.wav,Acoustic_guitar,True
6580fbd1.wav,Acoustic_guitar,True
27b09d82.wav,Acoustic_guitar,True
63cdd38a.wav,Acoustic_guitar,True
68899173.wav,Acoustic_guitar,True
8c33b1af.wav,Acoustic_guitar,True
4deaf253.wav,Acoustic_guitar,True
3a2bdb9b.wav,Acoustic_guitar,True
83c8cffe.wav,Acoustic_guitar,True
a78c1986.wav,Acoustic_guitar,True
a5531d19.wav,Acoustic_guitar,True
f268b551.wav,Acoustic_guitar,True
26ad00a3.wav,Acoustic_guitar,True
7198f50b.wav,Acoustic_guitar,True
7982da96.wav,Acoustic_guitar,True
85e07c93.wav,Acoustic_guitar,True
df0b26a2.wav,Acoustic_guitar,True
c622f83b.wav,Acoustic_guitar,True
c6254b32.wav,Acoustic_guitar,True
d9b6a8cf.wav,Acoustic_guitar,True
3e7899f9.wav,Acoustic_guitar,True
31a55ca4.wav,Acoustic_guitar,True
743f7c76.wav,Acoustic_guitar,True
83c8cffe.wav,Acoustic_guitar,True
948c226d.wav,Acoustic_guitar,True
65fc1c2a.wav,Acoustic_guitar,True
6fe4c087.wav,Acoustic_guitar,True
580a70b0.wav,Male_speech_and_man_speaking,True
fff9e478.wav,Male_speech_and_man_speaking,True
0a1eb350.wav,Male_speech_and_man_speaking,True
482a1558.wav,Male_speech_and_man_speaking,True
fff9e478.wav,Male_speech_and_man_speaking,True
08b52c2c.wav,Male_speech_and_man_speaking,True
61ff9f47.wav,Male_speech_and_man_speaking,True
14ad67b7.wav,Male_speech_and_man_speaking,True
e1829995.wav,Male_speech_and_man_speaking,True
34cb00b8.wav,Male_speech_and_man_speaking,True
c7d16bcd.wav,Male_speech_and_man_speaking,True
396e3e7c.wav,Male_speech_and_man_speaking,True
7b232fa1.wav,Male_speech_and_man_speaking,True
38d661ad.wav,Male_speech_and_man_speaking,True
6c0686c2.wav,Male_speech_and_man_speaking,True
99f5e692.wav,Male_speech_and_man_speaking,True
e8c8ad33.wav,Male_speech_and_man_speaking,True
fc631546.wav,Male_speech_and_man_speaking,True
291eda82.wav,Male_speech_and_man_speaking,True
98a327a8.wav,Male_speech_and_man_speaking,True
08b52c2c.wav,Male_speech_and_man_speaking,True
76648d0b.wav,Male_speech_and_man_speaking,True
ae0efdce.wav,Male_speech_and_man_speaking,True
e125877f.wav,Male_speech_and_man_speaking,True
b352558a.wav,Male_speech_and_man_speaking,True
e8c8ad33.wav,Male_speech_and_man_speaking,True
ad6c0e45.wav,Male_speech_and_man_speaking,True
482a1558.wav,Male_speech_and_man_speaking,True
7ef532b4.wav,Male_speech_and_man_speaking,True
f8cf761b.wav,Male_speech_and_man_speaking,True
5cdcf11b.wav,Male_speech_and_man_speaking,True
556fb601.wav,Male_speech_and_man_speaking,True
61ff9f47.wav,Male_speech_and_man_speaking,True
db593d11.wav,Male_speech_and_man_speaking,True
2cc53cf9.wav,Male_speech_and_man_speaking,True
ff01df9e.wav,Male_speech_and_man_speaking,True
c19def19.wav,Male_speech_and_man_speaking,True
8eb925e6.wav,Male_speech_and_man_speaking,True
3422ca84.wav,Male_speech_and_man_speaking,True
28caf709.wav,Male_speech_and_man_speaking,True
16627b9f.wav,Male_speech_and_man_speaking,True
61756325.wav,Male_speech_and_man_speaking,True
2a811d71.wav,Male_speech_and_man_speaking,True
ff065799.wav,Male_speech_and_man_speaking,True
c2dd77bb.wav,Male_speech_and_man_speaking,True
bd9c5553.wav,Male_speech_and_man_speaking,True
16627b9f.wav,Male_speech_and_man_speaking,True
29276d8c.wav,Male_speech_and_man_speaking,True
88c633c1.wav,Male_speech_and_man_speaking,True
9596f711.wav,Male_speech_and_man_speaking,True
21e6e6f3.wav,Tap,True
0c4e957e.wav,Tap,True
78ecceff.wav,Tap,True
5a9be538.wav,Tap,True
dac132d1.wav,Tap,True
cd8e78f5.wav,Tap,True
ada2c55a.wav,Tap,True
fb8a7974.wav,Tap,True
1f0c9851.wav,Tap,True
0fb58745.wav,Tap,True
9f1b6518.wav,Tap,True
f8b75fc6.wav,Tap,True
d08aba71.wav,Tap,True
be04f30a.wav,Tap,True
fd04404f.wav,Tap,True
27afdaac.wav,Tap,True
c6938b26.wav,Tap,True
56fa9011.wav,Tap,True
4e43ea92.wav,Tap,True
07ea358c.wav,Tap,True
1b7eb47d.wav,Tap,True
192362b3.wav,Tap,True
56fa9011.wav,Tap,True
d3d6046a.wav,Tap,True
679b7ce1.wav,Tap,True
ada2c55a.wav,Tap,True
28c06eb7.wav,Tap,True
14c74517.wav,Tap,True
8f039c39.wav,Tap,True
3c4b13c3.wav,Tap,True
4b44e2b8.wav,Tap,True
23d8eca2.wav,Tap,True
57ad7b11.wav,Tap,True
22529634.wav,Tap,True
3bb00b4d.wav,Tap,True
fd0411df.wav,Tap,True
51b2596a.wav,Tap,True
07433f66.wav,Tap,True
07433f66.wav,Tap,True
481f4424.wav,Tap,True
f89072f2.wav,Tap,True
ebc7c9cb.wav,Tap,True
4b44e2b8.wav,Tap,True
447e6984.wav,Tap,True
3ca92ccb.wav,Tap,True
3433a30d.wav,Tap,True
d49abace.wav,Tap,True
984f8a01.wav,Tap,True
c6c93359.wav,Tap,True
815ec2e3.wav,Tap,True
5dbadcc4.wav,Fart,True
0496d9ef.wav,Fart,True
01530225.wav,Fart,True
788f758f.wav,Fart,True
8781a4d8.wav,Fart,True
47f47c48.wav,Fart,True
1c974097.wav,Fart,True
da60ce77.wav,Fart,True
18887f15.wav,Fart,True
60a625d5.wav,Fart,True
4ac0e567.wav,Fart,True
eb15141f.wav,Fart,True
da60ce77.wav,Fart,True
227ea84b.wav,Fart,True
aba2f18c.wav,Fart,True
923f35fd.wav,Fart,True
0972b227.wav,Fart,True
aca0ce49.wav,Fart,True
2f8389be.wav,Fart,True
03d5e262.wav,Fart,True
b9b527fc.wav,Fart,True
923f35fd.wav,Fart,True
0496d9ef.wav,Fart,True
68bac03e.wav,Fart,True
27524fab.wav,Fart,True
1e9cdb09.wav,Fart,True
4691f4a9.wav,Fart,True
51da0aa4.wav,Fart,True
bcde064f.wav,Fart,True
d1689060.wav,Fart,True
eb15141f.wav,Fart,True
629f8ebf.wav,Fart,True
d0448743.wav,Fart,True
f029a44b.wav,Fart,True
54bda3da.wav,Fart,True
02e42720.wav,Fart,True
af5439fb.wav,Fart,True
f620782c.wav,Fart,True
66b308f0.wav,Fart,True
e965f0b5.wav,Fart,True
8837134f.wav,Fart,True
208404e2.wav,Fart,True
3a5b14ee.wav,Fart,True
c0ed51ad.wav,Fart,True
d465c145.wav,Fart,True
51da0aa4.wav,Fart,True
bc81f050.wav,Fart,True
0c37d9c6.wav,Fart,True
da08f7c1.wav,Fart,True
1d42130f.wav,Fart,True
0f83a747.wav,Race_car_and_auto_racing,True
d0162569.wav,Race_car_and_auto_racing,True
4803c8e0.wav,Race_car_and_auto_racing,True
9e891df7.wav,Race_car_and_auto_racing,True
6eb5dabd.wav,Race_car_and_auto_racing,True
9b969830.wav,Race_car_and_auto_racing,True
3817393c.wav,Race_car_and_auto_racing,True
95aa00f8.wav,Race_car_and_auto_racing,True
38efcc42.wav,Race_car_and_auto_racing,True
332e4d30.wav,Race_car_and_auto_racing,True
f3c4d42a.wav,Race_car_and_auto_racing,True
f40f44c9.wav,Race_car_and_auto_racing,True
769d131d.wav,Race_car_and_auto_racing,True
cba6ba7a.wav,Race_car_and_auto_racing,True
87b10684.wav,Race_car_and_auto_racing,True
a1be9705.wav,Race_car_and_auto_racing,True
47b6a6b8.wav,Race_car_and_auto_racing,True
35efa854.wav,Race_car_and_auto_racing,True
ebf9bf3a.wav,Race_car_and_auto_racing,True
fa4a4fb0.wav,Race_car_and_auto_racing,True
988cf8f2.wav,Race_car_and_auto_racing,True
02d97142.wav,Race_car_and_auto_racing,True
9fc916db.wav,Race_car_and_auto_racing,True
ed026544.wav,Race_car_and_auto_racing,True
78b21835.wav,Race_car_and_auto_racing,True
8972879d.wav,Race_car_and_auto_racing,True
77c61264.wav,Race_car_and_auto_racing,True
55b75ccd.wav,Race_car_and_auto_racing,True
218e2155.wav,Race_car_and_auto_racing,True
ff242d10.wav,Race_car_and_auto_racing,True
bf16e5ff.wav,Race_car_and_auto_racing,True
98371c8e.wav,Race_car_and_auto_racing,True
5bc0a913.wav,Race_car_and_auto_racing,True
d307f94b.wav,Race_car_and_auto_racing,True
82da45c6.wav,Race_car_and_auto_racing,True
6e793d6a.wav,Race_car_and_auto_racing,True
e3e5a693.wav,Race_car_and_auto_racing,True
37e841ba.wav,Race_car_and_auto_racing,True
088ad3f7.wav,Race_car_and_auto_racing,True
b1938572.wav,Race_car_and_auto_racing,True
5ca23caf.wav,Race_car_and_auto_racing,True
cba6ba7a.wav,Race_car_and_auto_racing,True
3817393c.wav,Race_car_and_auto_racing,True
5f3b35e1.wav,Race_car_and_auto_racing,True
05ef31c0.wav,Race_car_and_auto_racing,True
be273a3c.wav,Race_car_and_auto_racing,True
98371c8e.wav,Race_car_and_auto_racing,True
e2be0b50.wav,Race_car_and_auto_racing,True
506ed0e2.wav,Race_car_and_auto_racing,True
2b071a71.wav,Race_car_and_auto_racing,True
42863532.wav,Frying_(food),True
ccd18a04.wav,Frying_(food),True
6c3c578a.wav,Frying_(food),True
ce40a3b8.wav,Frying_(food),True
ec00c463.wav,Frying_(food),True
bdc1ce63.wav,Frying_(food),True
9e3d05b2.wav,Frying_(food),True
d38033a9.wav,Frying_(food),True
04028ccf.wav,Frying_(food),True
ef9bb9d9.wav,Frying_(food),True
c25580e7.wav,Frying_(food),True
98a54d84.wav,Frying_(food),True
1924aa99.wav,Frying_(food),True
8c67fd69.wav,Frying_(food),True
34c530ac.wav,Frying_(food),True
90c504c6.wav,Frying_(food),True
2b986750.wav,Frying_(food),True
e2cc5b97.wav,Frying_(food),True
a6f120f7.wav,Frying_(food),True
c109d894.wav,Frying_(food),True
7a1d4ad2.wav,Frying_(food),True
ea28c92e.wav,Frying_(food),True
4a6a6ef8.wav,Frying_(food),True
add4fdbe.wav,Frying_(food),True
95784722.wav,Frying_(food),True
3ae2d559.wav,Frying_(food),True
24c13366.wav,Frying_(food),True
43c68d8c.wav,Frying_(food),True
24bce225.wav,Frying_(food),True
be709026.wav,Frying_(food),True
7a22fec9.wav,Frying_(food),True
3eb573a2.wav,Frying_(food),True
89c264ec.wav,Frying_(food),True
ac5d5992.wav,Frying_(food),True
6947ab0e.wav,Frying_(food),True
1894e535.wav,Frying_(food),True
ba468a59.wav,Frying_(food),True
1f45aa1a.wav,Frying_(food),True
d618d4d0.wav,Frying_(food),True
5a4e4e32.wav,Frying_(food),True
8149783b.wav,Frying_(food),True
4f293b0e.wav,Frying_(food),True
24bce225.wav,Frying_(food),True
658fea5d.wav,Frying_(food),True
98a54d84.wav,Frying_(food),True
b28feb23.wav,Frying_(food),True
98a54d84.wav,Frying_(food),True
fac53bff.wav,Frying_(food),True
57ab6b29.wav,Frying_(food),True
d49bc714.wav,Frying_(food),True
a00b5d3e.wav,Walk_and_footsteps,True
3bf1659d.wav,Walk_and_footsteps,True
4fb88a98.wav,Walk_and_footsteps,True
add445ca.wav,Walk_and_footsteps,True
2e7ac23a.wav,Walk_and_footsteps,True
01652a34.wav,Walk_and_footsteps,True
0950f2f8.wav,Walk_and_footsteps,True
bc7a3f59.wav,Walk_and_footsteps,True
6ddeb489.wav,Walk_and_footsteps,True
83c1d1cc.wav,Walk_and_footsteps,True
b3ec8b81.wav,Walk_and_footsteps,True
3c37816a.wav,Walk_and_footsteps,True
1952c108.wav,Walk_and_footsteps,True
e5580a73.wav,Walk_and_footsteps,True
95714467.wav,Walk_and_footsteps,True
ae1249ca.wav,Walk_and_footsteps,True
09c52e29.wav,Walk_and_footsteps,True
79c1abcd.wav,Walk_and_footsteps,True
6cf903f8.wav,Walk_and_footsteps,True
b1aea3aa.wav,Walk_and_footsteps,True
1bf052fb.wav,Walk_and_footsteps,True
68a1a566.wav,Walk_and_footsteps,True
802379f5.wav,Walk_and_footsteps,True
2c7f8427.wav,Walk_and_footsteps,True
2a19ac00.wav,Walk_and_footsteps,True
5252175a.wav,Walk_and_footsteps,True
978ff894.wav,Walk_and_footsteps,True
5827284d.wav,Walk_and_footsteps,True
63f2b8d1.wav,Walk_and_footsteps,True
da9bb02e.wav,Walk_and_footsteps,True
f3fa121a.wav,Walk_and_footsteps,True
2bd44d40.wav,Walk_and_footsteps,True
13da9a53.wav,Walk_and_footsteps,True
e8a9e2de.wav,Walk_and_footsteps,True
99a23a26.wav,Walk_and_footsteps,True
66998457.wav,Walk_and_footsteps,True
93a81ea2.wav,Walk_and_footsteps,True
a31be035.wav,Walk_and_footsteps,True
77cb8587.wav,Walk_and_footsteps,True
a95e771b.wav,Walk_and_footsteps,True
c1e63d4d.wav,Walk_and_footsteps,True
ae1249ca.wav,Walk_and_footsteps,True
92d5114e.wav,Walk_and_footsteps,True
48e69acd.wav,Walk_and_footsteps,True
826928f4.wav,Walk_and_footsteps,True
1c4d2b19.wav,Walk_and_footsteps,True
6ba7083e.wav,Walk_and_footsteps,True
ae791238.wav,Walk_and_footsteps,True
b8123d46.wav,Walk_and_footsteps,True
2975c422.wav,Walk_and_footsteps,True
678a7491.wav,Buzz,True
aae1394f.wav,Buzz,True
c88b19d7.wav,Buzz,True
dcb2d432.wav,Buzz,True
76c9958e.wav,Buzz,True
7542ca09.wav,Buzz,True
1444eb59.wav,Buzz,True
bb0ea3d1.wav,Buzz,True
c0d6335f.wav,Buzz,True
b9bd014f.wav,Buzz,True
ab9507c2.wav,Buzz,True
161aadf3.wav,Buzz,True
b32d1a19.wav,Buzz,True
161aadf3.wav,Buzz,True
dcb2d432.wav,Buzz,True
33fd9f8a.wav,Buzz,True
41e40d81.wav,Buzz,True
82e03c12.wav,Buzz,True
e3e31f33.wav,Buzz,True
d91791d7.wav,Buzz,True
75da66d6.wav,Buzz,True
9f3a36be.wav,Buzz,True
9dd7c8d3.wav,Buzz,True
377a258a.wav,Buzz,True
2b884494.wav,Buzz,True
e6a079f1.wav,Buzz,True
5732d320.wav,Buzz,True
8d2b2879.wav,Buzz,True
de062e05.wav,Buzz,True
ae59bb38.wav,Buzz,True
242f8fa7.wav,Buzz,True
936ff4ba.wav,Buzz,True
501498bf.wav,Buzz,True
4228419a.wav,Buzz,True
f73e6f85.wav,Buzz,True
1ce57197.wav,Buzz,True
1ce57197.wav,Buzz,True
b9eed6b0.wav,Buzz,True
267a3496.wav,Buzz,True
9dd7c8d3.wav,Buzz,True
1444eb59.wav,Buzz,True
f2e838a2.wav,Buzz,True
22c06f3d.wav,Buzz,True
ae59bb38.wav,Buzz,True
0885466e.wav,Buzz,True
cf8e3aa0.wav,Buzz,True
377a258a.wav,Buzz,True
cf28884f.wav,Buzz,True
eb874bf5.wav,Buzz,True
390a734c.wav,Buzz,True
d27011c2.wav,Accelerating_and_revving_and_vroom,True
a3e714ae.wav,Accelerating_and_revving_and_vroom,True
f552986b.wav,Accelerating_and_revving_and_vroom,True
dfdf8507.wav,Accelerating_and_revving_and_vroom,True
4401a087.wav,Accelerating_and_revving_and_vroom,True
9de204b0.wav,Accelerating_and_revving_and_vroom,True
0af1b2d5.wav,Accelerating_and_revving_and_vroom,True
5f0e824b.wav,Accelerating_and_revving_and_vroom,True
7f14c1c1.wav,Accelerating_and_revving_and_vroom,True
978bd394.wav,Accelerating_and_revving_and_vroom,True
57c8df5c.wav,Accelerating_and_revving_and_vroom,True
77197f69.wav,Accelerating_and_revving_and_vroom,True
cb8eb431.wav,Accelerating_and_revving_and_vroom,True
bc899739.wav,Accelerating_and_revving_and_vroom,True
cc3f4813.wav,Accelerating_and_revving_and_vroom,True
c3f11b04.wav,Accelerating_and_revving_and_vroom,True
4577548e.wav,Accelerating_and_revving_and_vroom,True
477833b1.wav,Accelerating_and_revving_and_vroom,True
c03e8777.wav,Accelerating_and_revving_and_vroom,True
0309d1c3.wav,Accelerating_and_revving_and_vroom,True
4a66a999.wav,Accelerating_and_revving_and_vroom,True
9e86dd8b.wav,Accelerating_and_revving_and_vroom,True
eef0c3da.wav,Accelerating_and_revving_and_vroom,True
8efdefae.wav,Accelerating_and_revving_and_vroom,True
27b40a92.wav,Accelerating_and_revving_and_vroom,True
6fc61aa0.wav,Accelerating_and_revving_and_vroom,True
a37c003a.wav,Accelerating_and_revving_and_vroom,True
92ee1d4a.wav,Accelerating_and_revving_and_vroom,True
3ee42c35.wav,Accelerating_and_revving_and_vroom,True
359fa54f.wav,Accelerating_and_revving_and_vroom,True
5ef98be8.wav,Accelerating_and_revving_and_vroom,True
3b84eb82.wav,Accelerating_and_revving_and_vroom,True
7f14c1c1.wav,Accelerating_and_revving_and_vroom,True
217bf2f8.wav,Accelerating_and_revving_and_vroom,True
652f2310.wav,Accelerating_and_revving_and_vroom,True
29be07fc.wav,Accelerating_and_revving_and_vroom,True
96efad41.wav,Accelerating_and_revving_and_vroom,True
6053fd3f.wav,Accelerating_and_revving_and_vroom,True
27b40a92.wav,Accelerating_and_revving_and_vroom,True
5094db8a.wav,Accelerating_and_revving_and_vroom,True
5afde508.wav,Accelerating_and_revving_and_vroom,True
8efdefae.wav,Accelerating_and_revving_and_vroom,True
35885e89.wav,Accelerating_and_revving_and_vroom,True
2f5e5515.wav,Accelerating_and_revving_and_vroom,True
361ca0f8.wav,Accelerating_and_revving_and_vroom,True
96899cfb.wav,Accelerating_and_revving_and_vroom,True
71c4ed46.wav,Accelerating_and_revving_and_vroom,True
bd85efda.wav,Accelerating_and_revving_and_vroom,True
74e23ed3.wav,Accelerating_and_revving_and_vroom,True
652f2310.wav,Accelerating_and_revving_and_vroom,True
b11dadfc.wav,Stream,True
3064cbe9.wav,Stream,True
f095c162.wav,Stream,True
10a3c391.wav,Stream,True
cedef4ef.wav,Stream,True
104ae6e3.wav,Stream,True
10270b7d.wav,Stream,True
da8dd9bf.wav,Stream,True
3737d645.wav,Stream,True
48b1413b.wav,Stream,True
abd1509a.wav,Stream,True
2c00cea6.wav,Stream,True
3d167202.wav,Stream,True
35a619dd.wav,Stream,True
618d8812.wav,Stream,True
d2c64c76.wav,Stream,True
7a75460b.wav,Stream,True
d5ee5afe.wav,Stream,True
ed63156e.wav,Stream,True
7cefc4ec.wav,Stream,True
cde1d328.wav,Stream,True
c818f5ee.wav,Stream,True
19ebd33d.wav,Stream,True
66dfbd66.wav,Stream,True
309385de.wav,Stream,True
ff4ad1b6.wav,Stream,True
f4fc9293.wav,Stream,True
e4bddb8f.wav,Stream,True
f4fc9293.wav,Stream,True
55aba587.wav,Stream,True
da8dd9bf.wav,Stream,True
5691b3ba.wav,Stream,True
d333d4c5.wav,Stream,True
0fe8e2f6.wav,Stream,True
f27edf4b.wav,Stream,True
e4bddb8f.wav,Stream,True
f1306b56.wav,Stream,True
a68028c1.wav,Stream,True
51ca50fa.wav,Stream,True
e5261e2e.wav,Stream,True
7450508f.wav,Stream,True
c443d7ad.wav,Stream,True
9cb6a849.wav,Stream,True
618d8812.wav,Stream,True
fa3ed383.wav,Stream,True
e6dd3a61.wav,Stream,True
a430f188.wav,Stream,True
9b8e6ef0.wav,Stream,True
3137a1cc.wav,Stream,True
2565d00b.wav,Stream,True
3222c2e2.wav,Male_singing,True
59de3c9a.wav,Male_singing,True
551bec6f.wav,Male_singing,True
adf3bfa8.wav,Male_singing,True
fd00ddfc.wav,Male_singing,True
e6a15bdb.wav,Male_singing,True
05695751.wav,Male_singing,True
67e9d4ff.wav,Male_singing,True
2e4299d8.wav,Male_singing,True
849ba8c8.wav,Male_singing,True
a9811368.wav,Male_singing,True
6842ee5d.wav,Male_singing,True
f92ae43e.wav,Male_singing,True
941b8b62.wav,Male_singing,True
8b96b74f.wav,Male_singing,True
3e4e6ff5.wav,Male_singing,True
0af64f61.wav,Male_singing,True
90e8e8b4.wav,Male_singing,True
8173c9bc.wav,Male_singing,True
bd11e115.wav,Male_singing,True
b46a252c.wav,Male_singing,True
c50dc5c2.wav,Male_singing,True
683d5ff1.wav,Male_singing,True
bd11e115.wav,Male_singing,True
c7aa9252.wav,Male_singing,True
1c1c86fd.wav,Male_singing,True
774068a3.wav,Male_singing,True
7aa06717.wav,Male_singing,True
603729c1.wav,Male_singing,True
3f7ace71.wav,Male_singing,True
e46fb6f2.wav,Male_singing,True
68fdb6ed.wav,Male_singing,True
ace69142.wav,Male_singing,True
eb4d2d5b.wav,Male_singing,True
007c570e.wav,Male_singing,True
0277dd70.wav,Male_singing,True
61181209.wav,Male_singing,True
6a637c72.wav,Male_singing,True
97e44dd5.wav,Male_singing,True
e6a15bdb.wav,Male_singing,True
a9811368.wav,Male_singing,True
15b7be61.wav,Male_singing,True
e1b11370.wav,Male_singing,True
221ec7f1.wav,Male_singing,True
26f2bbe7.wav,Male_singing,True
dee65cad.wav,Male_singing,True
603729c1.wav,Male_singing,True
c83edc2a.wav,Male_singing,True
02440c14.wav,Male_singing,True
8b6eaaaf.wav,Male_singing,True
46fae9ae.wav,Chirp_and_tweet,True
e3c252a1.wav,Chirp_and_tweet,True
70fc2132.wav,Chirp_and_tweet,True
15c12af2.wav,Chirp_and_tweet,True
5cc0f202.wav,Chirp_and_tweet,True
5e5e60dc.wav,Chirp_and_tweet,True
99ad583b.wav,Chirp_and_tweet,True
50932c6b.wav,Chirp_and_tweet,True
4f760aa9.wav,Chirp_and_tweet,True
